run_id,timestamp,mode,N,d,estimated_gb,fit_time_sec,total_time_sec,metric,metric_value,metric_test_value,iterations,regParam,elasticNetParam,maxIter,tol,standardization,family,tag,order,outer,outer_value,inner,inner_value,seq_idx
6b22ea72-ef23-49a2-90db-a1668b3914d9,2025-09-14 20:21:55,spark://spark-master:7077,125000,2,0.00992638524621725,3.658795118331909,13.174472093582153,AUC,0.6399035504946528,,6,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,2,0
e6fdf10d-3539-49c0-bfd4-f6110f206d9c,2025-09-14 20:21:58,spark://spark-master:7077,125000,4,0.014492892660200596,1.3020048141479492,3.1757311820983887,AUC,0.8383176280299558,,7,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,4,1
9293f7ee-fa44-4207-8e5e-ee6e9fb76abf,2025-09-14 20:22:00,spark://spark-master:7077,125000,8,0.02362125087529421,0.9400219917297363,2.3840677738189697,AUC,0.8958939796066123,,8,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,8,2
121adf5a-4af6-45da-b425-f7b449ef4849,2025-09-14 20:22:03,spark://spark-master:7077,125000,16,0.04193861968815327,0.9749042987823486,2.245497941970825,AUC,0.9425928831779193,,9,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,16,3
88f637fa-6b46-40b0-afbc-16420f1623d6,2025-09-14 20:22:05,spark://spark-master:7077,125000,24,0.060197897255420685,0.956024169921875,2.3182427883148193,AUC,0.9607322272633578,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,24,4
1019211a-1242-4fc0-bf76-e620f885f124,2025-09-14 20:22:07,spark://spark-master:7077,125000,32,0.0785189913585782,0.9503769874572754,2.055861234664917,AUC,0.9678639563523022,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,32,5
53bd52cd-7b8d-4375-965f-6d97825cadfd,2025-09-14 20:22:09,spark://spark-master:7077,125000,40,0.09675929322838783,0.9561917781829834,2.077941417694092,AUC,0.9749514329673092,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,40,6
ec59ab8f-ab99-4d9e-b9d9-159d461621cc,2025-09-14 20:22:11,spark://spark-master:7077,125000,48,0.1150529133155942,0.9564611911773682,2.099717617034912,AUC,0.978138532530909,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,48,7
5c98e504-13c8-4739-9648-d154789b77b8,2025-09-14 20:22:13,spark://spark-master:7077,125000,56,0.13334467075765133,0.9632458686828613,2.2390031814575195,AUC,0.9809376356825177,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,56,8
7b7d47db-f4a0-4c2c-bc41-fd7792b7d41e,2025-09-14 20:22:16,spark://spark-master:7077,125000,64,0.15159870963543653,1.0505352020263672,2.21962571144104,AUC,0.9819697010201724,,10,0.01,0.0,100,1e-06,True,binomial,2W,N_then_d,N,125000,d,64,9
